The converted file is generated at:
2017-05-23 04:28:08
XMax XMin YMax YMin
0.787 -0.787 0.786 -0.786
Number of Layers:
132
-0.383 0.098 11.768
-0.393 0.050 3.434
-0.396 0.000 -3.434
-0.393 -0.050 -11.768
-0.383 -0.098 -17.354
-0.368 -0.146 -25.017
-0.347 -0.191 -32.735
-0.320 -0.233 -39.207
-0.289 -0.271 -47.420
-0.252 -0.305 -54.058
-0.212 -0.334 -60.832
-0.169 -0.358 -69.044
-0.122 -0.376 -74.846
-0.074 -0.389 -83.019
-0.025 -0.395 -90.000
0.025 -0.395 -96.981
0.074 -0.389 -105.154
0.122 -0.376 -110.956
0.169 -0.358 -119.168
0.212 -0.334 -125.942
0.252 -0.305 -132.580
0.289 -0.271 -140.793
0.320 -0.233 -147.265
0.347 -0.191 -147.265
seperation layer:
36.339
108
-0.059 -0.79 93.013
0.055 -0.784 96.34
0.145 -0.774 104.036
0.205 -0.759 101.31
0.255 -0.749 116.565
0.275 -0.739 110.556
0.315 -0.724 126.87
0.335 -0.709 101.31
0.36 -0.704 128.66
0.385 -0.684 119.745
0.42 -0.664 111.801
0.445 -0.654 130.601
0.48 -0.624 130.101
0.575 -0.544 153.435
0.585 -0.524 138.366
0.625 -0.479 144.462
0.65 -0.444 144.462
0.675 -0.409 153.435
0.695 -0.369 165.964
0.7 -0.349 149.036
0.715 -0.324 149.036
0.73 -0.299 164.055
0.74 -0.264 158.198
0.75 -0.239 164.055
0.76 -0.204 167.905
0.775 -0.134 174.56
0.785 -0.029 180.0
0.785 0.021 184.97
0.775 0.136 194.036
0.76 0.196 195.945
0.75 0.231 192.529
0.74 0.276 210.964
0.725 0.301 201.801
0.715 0.326 210.964
0.7 0.351 206.565
0.69 0.371 201.801
0.68 0.396 210.964
0.665 0.421 213.69
0.655 0.436 219.806
0.63 0.466 210.964
0.615 0.491 217.875
0.58 0.536 230.906
0.5 0.601 216.87
0.485 0.621 236.31
0.455 0.641 231.34
0.43 0.661 240.255
0.395 0.681 248.199
0.37 0.691 243.435
0.35 0.701 239.036
0.325 0.716 254.055
0.29 0.726 239.036
0.265 0.741 254.054
0.23 0.751 257.471
0.185 0.761 253.301
0.135 0.776 270.0
-0.125 0.776 282.095
-0.195 0.761 282.529
-0.24 0.751 291.802
-0.265 0.741 293.199
-0.3 0.726 291.801
-0.325 0.716 293.199
-0.36 0.701 300.964
-0.385 0.686 299.745
-0.42 0.666 300.964
-0.445 0.651 307.875
-0.49 0.616 309.472
-0.575 0.546 330.945
-0.6 0.501 306.87
-0.62 0.486 323.13
-0.65 0.446 327.995
-0.675 0.406 330.255
-0.695 0.371 333.435
-0.705 0.351 338.199
-0.715 0.326 338.199
-0.725 0.301 336.801
-0.74 0.266 344.055
-0.75 0.231 344.055
-0.76 0.196 345.964
-0.775 0.136 354.56
-0.785 0.031 0.0
-0.785 -0.039 5.194
-0.775 -0.149 15.255
-0.76 -0.204 15.945
-0.75 -0.239 14.036
-0.74 -0.279 36.87
-0.725 -0.299 15.945
-0.715 -0.334 38.66
-0.695 -0.359 23.199
-0.68 -0.394 30.964
-0.665 -0.419 21.801
-0.655 -0.444 36.87
-0.64 -0.464 53.13
-0.62 -0.479 26.565
-0.61 -0.499 40.601
-0.58 -0.534 50.194
-0.55 -0.559 47.121
-0.48 -0.624 55.008
-0.43 -0.659 54.462
-0.395 -0.684 66.038
-0.35 -0.704 59.036
-0.325 -0.719 78.69
-0.3 -0.724 66.801
-0.265 -0.739 59.036
-0.24 -0.754 83.66
-0.195 -0.759 71.565
-0.15 -0.774 83.29
-0.065 -0.784 45.0
-0.059 -0.79 45.0
Layer: 123
36.939
51
-0.078 0.411 263.418
-0.026 0.417 270.000
0.026 0.417 276.582
0.078 0.411 284.300
0.129 0.398 292.203
0.178 0.378 298.523
0.224 0.353 305.789
0.267 0.322 313.452
0.305 0.286 320.477
0.338 0.246 328.109
0.366 0.201 333.925
0.389 0.154 342.255
0.405 0.104 349.114
0.415 0.052 356.698
0.418 0.000 363.302
0.415 -0.052 370.886
0.405 -0.104 377.745
0.389 -0.154 386.075
0.366 -0.201 391.891
0.338 -0.246 399.523
0.305 -0.286 406.548
0.267 -0.322 414.211
0.224 -0.353 421.477
0.178 -0.378 427.797
0.129 -0.398 435.700
0.078 -0.411 443.418
0.026 -0.417 450.000
-0.026 -0.417 456.582
-0.078 -0.411 464.300
-0.129 -0.398 472.203
-0.178 -0.378 478.523
-0.224 -0.353 485.789
-0.267 -0.322 493.452
-0.305 -0.286 500.477
-0.338 -0.246 508.109
-0.366 -0.201 513.925
-0.389 -0.154 522.255
-0.405 -0.104 529.114
-0.415 -0.052 536.698
-0.418 0.000 543.302
-0.415 0.052 550.886
-0.405 0.104 557.745
-0.389 0.154 566.075
-0.366 0.201 571.891
-0.338 0.246 579.523
-0.305 0.286 586.548
-0.267 0.322 594.211
-0.224 0.353 601.477
-0.178 0.378 607.797
-0.129 0.398 615.700
-0.078 0.411 615.700
Layer: 124
36.939
51
-0.066 0.347 75.651
-0.109 0.336 67.479
-0.150 0.319 61.699
-0.189 0.298 54.162
-0.225 0.272 46.848
-0.257 0.242 38.660
-0.285 0.207 32.969
-0.309 0.170 25.408
-0.328 0.130 18.435
-0.342 0.088 10.305
-0.350 0.044 3.900
-0.353 0.000 -3.900
-0.350 -0.044 -10.305
-0.342 -0.088 -18.435
-0.328 -0.130 -25.408
-0.309 -0.170 -32.969
-0.285 -0.207 -38.660
-0.257 -0.242 -46.848
-0.225 -0.272 -54.162
-0.189 -0.298 -61.699
-0.150 -0.319 -67.479
-0.109 -0.336 -75.651
-0.066 -0.347 -83.517
-0.022 -0.352 -90.000
0.022 -0.352 -96.483
0.066 -0.347 -104.349
0.109 -0.336 -112.521
0.150 -0.319 -118.301
0.189 -0.298 -125.838
0.225 -0.272 -133.152
0.257 -0.242 -141.340
0.285 -0.207 -147.031
0.309 -0.170 -154.592
0.328 -0.130 -161.565
0.342 -0.088 -169.695
0.350 -0.044 -176.100
0.353 0.000 -183.900
0.350 0.044 -190.305
0.342 0.088 -198.435
0.328 0.130 -205.408
0.309 0.170 -212.969
0.285 0.207 -218.660
0.257 0.242 -226.848
0.225 0.272 -234.162
0.189 0.298 -241.699
0.150 0.319 -247.479
0.109 0.336 -255.651
0.066 0.347 -263.517
0.022 0.352 -270.000
-0.022 0.352 -276.483
-0.066 0.347 -276.483
seperation layer:
36.939
108
-0.059 -0.79 93.013
0.055 -0.784 96.34
0.145 -0.774 104.036
0.205 -0.759 101.31
0.255 -0.749 116.565
0.275 -0.739 110.556
0.315 -0.724 126.87
0.335 -0.709 101.31
0.36 -0.704 128.66
0.385 -0.684 119.745
0.42 -0.664 111.801
0.445 -0.654 130.601
0.48 -0.624 130.101
0.575 -0.544 153.435
0.585 -0.524 138.366
0.625 -0.479 144.462
0.65 -0.444 144.462
0.675 -0.409 153.435
0.695 -0.369 165.964
0.7 -0.349 149.036
0.715 -0.324 149.036
0.73 -0.299 164.055
0.74 -0.264 158.198
0.75 -0.239 164.055
0.76 -0.204 167.905
0.775 -0.134 174.56
0.785 -0.029 180.0
0.785 0.021 184.97
0.775 0.136 194.036
0.76 0.196 195.945
0.75 0.231 192.529
0.74 0.276 210.964
0.725 0.301 201.801
0.715 0.326 210.964
0.7 0.351 206.565
0.69 0.371 201.801
0.68 0.396 210.964
0.665 0.421 213.69
0.655 0.436 219.806
0.63 0.466 210.964
0.615 0.491 217.875
0.58 0.536 230.906
0.5 0.601 216.87
0.485 0.621 236.31
0.455 0.641 231.34
0.43 0.661 240.255
0.395 0.681 248.199
0.37 0.691 243.435
0.35 0.701 239.036
0.325 0.716 254.055
0.29 0.726 239.036
0.265 0.741 254.054
0.23 0.751 257.471
0.185 0.761 253.301
0.135 0.776 270.0
-0.125 0.776 282.095
-0.195 0.761 282.529
-0.24 0.751 291.802
-0.265 0.741 293.199
-0.3 0.726 291.801
-0.325 0.716 293.199
-0.36 0.701 300.964
-0.385 0.686 299.745
-0.42 0.666 300.964
-0.445 0.651 307.875
-0.49 0.616 309.472
-0.575 0.546 330.945
-0.6 0.501 306.87
-0.62 0.486 323.13
-0.65 0.446 327.995
-0.675 0.406 330.255
-0.695 0.371 333.435
-0.705 0.351 338.199
-0.715 0.326 338.199
-0.725 0.301 336.801
-0.74 0.266 344.055
-0.75 0.231 344.055
-0.76 0.196 345.964
-0.775 0.136 354.56
-0.785 0.031 0.0
-0.785 -0.039 5.194
-0.775 -0.149 15.255
-0.76 -0.204 15.945
-0.75 -0.239 14.036
-0.74 -0.279 36.87
-0.725 -0.299 15.945
-0.715 -0.334 38.66
-0.695 -0.359 23.199
-0.68 -0.394 30.964
-0.665 -0.419 21.801
-0.655 -0.444 36.87
-0.64 -0.464 53.13
-0.62 -0.479 26.565
-0.61 -0.499 40.601
-0.58 -0.534 50.194
-0.55 -0.559 47.121
-0.48 -0.624 55.008
-0.43 -0.659 54.462
-0.395 -0.684 66.038
-0.35 -0.704 59.036
-0.325 -0.719 78.69
-0.3 -0.724 66.801
-0.265 -0.739 59.036
-0.24 -0.754 83.66
-0.195 -0.759 71.565
-0.15 -0.774 83.29
-0.065 -0.784 45.0
-0.059 -0.79 45.0
Layer: 125
37.539
51
-0.304 -0.221 147.995
-0.329 -0.181 155.056
-0.349 -0.138 162.719
-0.363 -0.093 168.930
-0.372 -0.047 176.348
-0.375 0.000 183.652
-0.372 0.047 191.070
-0.363 0.093 197.281
-0.349 0.138 204.944
-0.329 0.181 212.005
-0.304 0.221 220.732
-0.273 0.257 226.736
-0.239 0.289 233.616
-0.201 0.317 241.783
-0.160 0.339 247.751
-0.116 0.357 255.379
-0.070 0.369 263.797
-0.024 0.374 270.000
0.024 0.374 276.203
0.070 0.369 284.621
0.116 0.357 292.249
0.160 0.339 298.217
0.201 0.317 306.384
0.239 0.289 313.264
0.273 0.257 319.268
0.304 0.221 327.995
0.329 0.181 335.056
0.349 0.138 342.719
0.363 0.093 348.930
0.372 0.047 356.348
0.375 0.000 363.652
0.372 -0.047 371.070
0.363 -0.093 377.281
0.349 -0.138 384.944
0.329 -0.181 392.005
0.304 -0.221 400.732
0.273 -0.257 406.736
0.239 -0.289 413.616
0.201 -0.317 421.783
0.160 -0.339 427.751
0.116 -0.357 435.379
0.070 -0.369 443.797
0.024 -0.374 450.000
-0.024 -0.374 456.203
-0.070 -0.369 464.621
-0.116 -0.357 472.249
-0.160 -0.339 478.217
-0.201 -0.317 486.384
-0.239 -0.289 493.264
-0.273 -0.257 499.268
-0.304 -0.221 499.268
Layer: 126
37.539
51
-0.247 -0.179 321.340
-0.223 -0.209 312.879
-0.195 -0.235 306.573
-0.164 -0.258 297.897
-0.130 -0.276 291.251
-0.094 -0.290 285.124
-0.057 -0.300 277.496
-0.019 -0.305 270.000
0.019 -0.305 262.504
0.057 -0.300 254.876
0.094 -0.290 248.749
0.130 -0.276 242.103
0.164 -0.258 233.427
0.195 -0.235 227.121
0.223 -0.209 218.660
0.247 -0.179 213.275
0.268 -0.147 204.567
0.284 -0.112 198.435
0.296 -0.076 190.437
0.303 -0.038 183.013
0.305 0.000 176.987
0.303 0.038 169.563
0.296 0.076 161.565
0.284 0.112 155.433
0.268 0.147 146.725
0.247 0.179 141.340
0.223 0.209 132.879
0.195 0.235 126.573
0.164 0.258 117.897
0.130 0.276 111.251
0.094 0.290 105.124
0.057 0.300 97.496
0.019 0.305 90.000
-0.019 0.305 82.504
-0.057 0.300 74.876
-0.094 0.290 68.749
-0.130 0.276 62.103
-0.164 0.258 53.427
-0.195 0.235 47.121
-0.223 0.209 38.660
-0.247 0.179 33.275
-0.268 0.147 24.567
-0.284 0.112 18.435
-0.296 0.076 10.437
-0.303 0.038 3.013
-0.305 0.000 -3.013
-0.303 -0.038 -10.437
-0.296 -0.076 -18.435
-0.284 -0.112 -24.567
-0.268 -0.147 -33.275
-0.247 -0.179 -33.275
seperation layer:
37.539
108
-0.059 -0.79 93.013
0.055 -0.784 96.34
0.145 -0.774 104.036
0.205 -0.759 101.31
0.255 -0.749 116.565
0.275 -0.739 110.556
0.315 -0.724 126.87
0.335 -0.709 101.31
0.36 -0.704 128.66
0.385 -0.684 119.745
0.42 -0.664 111.801
0.445 -0.654 130.601
0.48 -0.624 130.101
0.575 -0.544 153.435
0.585 -0.524 138.366
0.625 -0.479 144.462
0.65 -0.444 144.462
0.675 -0.409 153.435
0.695 -0.369 165.964
0.7 -0.349 149.036
0.715 -0.324 149.036
0.73 -0.299 164.055
0.74 -0.264 158.198
0.75 -0.239 164.055
0.76 -0.204 167.905
0.775 -0.134 174.56
0.785 -0.029 180.0
0.785 0.021 184.97
0.775 0.136 194.036
0.76 0.196 195.945
0.75 0.231 192.529
0.74 0.276 210.964
0.725 0.301 201.801
0.715 0.326 210.964
0.7 0.351 206.565
0.69 0.371 201.801
0.68 0.396 210.964
0.665 0.421 213.69
0.655 0.436 219.806
0.63 0.466 210.964
0.615 0.491 217.875
0.58 0.536 230.906
0.5 0.601 216.87
0.485 0.621 236.31
0.455 0.641 231.34
0.43 0.661 240.255
0.395 0.681 248.199
0.37 0.691 243.435
0.35 0.701 239.036
0.325 0.716 254.055
0.29 0.726 239.036
0.265 0.741 254.054
0.23 0.751 257.471
0.185 0.761 253.301
0.135 0.776 270.0
-0.125 0.776 282.095
-0.195 0.761 282.529
-0.24 0.751 291.802
-0.265 0.741 293.199
-0.3 0.726 291.801
-0.325 0.716 293.199
-0.36 0.701 300.964
-0.385 0.686 299.745
-0.42 0.666 300.964
-0.445 0.651 307.875
-0.49 0.616 309.472
-0.575 0.546 330.945
-0.6 0.501 306.87
-0.62 0.486 323.13
-0.65 0.446 327.995
-0.675 0.406 330.255
-0.695 0.371 333.435
-0.705 0.351 338.199
-0.715 0.326 338.199
-0.725 0.301 336.801
-0.74 0.266 344.055
-0.75 0.231 344.055
-0.76 0.196 345.964
-0.775 0.136 354.56
-0.785 0.031 0.0
-0.785 -0.039 5.194
-0.775 -0.149 15.255
-0.76 -0.204 15.945
-0.75 -0.239 14.036
-0.74 -0.279 36.87
-0.725 -0.299 15.945
-0.715 -0.334 38.66
-0.695 -0.359 23.199
-0.68 -0.394 30.964
-0.665 -0.419 21.801
-0.655 -0.444 36.87
-0.64 -0.464 53.13
-0.62 -0.479 26.565
-0.61 -0.499 40.601
-0.58 -0.534 50.194
-0.55 -0.559 47.121
-0.48 -0.624 55.008
-0.43 -0.659 54.462
-0.395 -0.684 66.038
-0.35 -0.704 59.036
-0.325 -0.719 78.69
-0.3 -0.724 66.801
-0.265 -0.739 59.036
-0.24 -0.754 83.66
-0.195 -0.759 71.565
-0.15 -0.774 83.29
-0.065 -0.784 45.0
-0.059 -0.79 45.0
Layer: 127
38.139
51
0.021 0.330 276.953
0.062 0.325 284.036
0.102 0.315 292.306
0.141 0.299 299.055
0.177 0.279 305.218
0.211 0.255 313.025
0.241 0.227 319.844
0.268 0.195 328.570
0.290 0.159 334.058
0.308 0.122 341.996
0.321 0.082 350.311
0.328 0.041 355.815
0.331 0.000 364.185
0.328 -0.041 369.689
0.321 -0.082 378.004
0.308 -0.122 385.942
0.290 -0.159 391.430
0.268 -0.195 400.156
0.241 -0.227 406.975
0.211 -0.255 414.782
0.177 -0.279 420.945
0.141 -0.299 427.694
0.102 -0.315 435.964
0.062 -0.325 443.047
0.021 -0.330 450.000
-0.021 -0.330 456.953
-0.062 -0.325 464.036
-0.102 -0.315 472.306
-0.141 -0.299 479.055
-0.177 -0.279 485.218
-0.211 -0.255 493.025
-0.241 -0.227 499.844
-0.268 -0.195 508.570
-0.290 -0.159 514.058
-0.308 -0.122 521.996
-0.321 -0.082 530.311
-0.328 -0.041 535.815
-0.331 0.000 544.185
-0.328 0.041 549.689
-0.321 0.082 558.004
-0.308 0.122 565.942
-0.290 0.159 571.430
-0.268 0.195 580.156
-0.241 0.227 586.975
-0.211 0.255 594.782
-0.177 0.279 600.945
-0.141 0.299 607.694
-0.102 0.315 615.964
-0.062 0.325 623.047
-0.021 0.330 630.000
0.021 0.330 630.000
Layer: 128
38.139
51
0.015 0.245 90.000
-0.015 0.245 82.648
-0.046 0.241 76.866
-0.076 0.234 67.521
-0.105 0.222 60.945
-0.132 0.207 54.246
-0.157 0.189 46.332
-0.179 0.168 39.806
-0.199 0.144 31.608
-0.215 0.118 24.905
-0.228 0.090 19.026
-0.238 0.061 11.310
-0.244 0.031 3.691
-0.246 0.000 -3.691
-0.244 -0.031 -11.310
-0.238 -0.061 -19.026
-0.228 -0.090 -24.905
-0.215 -0.118 -31.608
-0.199 -0.144 -39.806
-0.179 -0.168 -46.332
-0.157 -0.189 -54.246
-0.132 -0.207 -60.945
-0.105 -0.222 -67.521
-0.076 -0.234 -76.866
-0.046 -0.241 -82.648
-0.015 -0.245 -90.000
0.015 -0.245 -97.352
0.046 -0.241 -103.134
0.076 -0.234 -112.479
0.105 -0.222 -119.055
0.132 -0.207 -125.754
0.157 -0.189 -133.668
0.179 -0.168 -140.194
0.199 -0.144 -148.392
0.215 -0.118 -155.095
0.228 -0.090 -160.974
0.238 -0.061 -168.690
0.244 -0.031 -176.309
0.246 0.000 -183.691
0.244 0.031 -191.310
0.238 0.061 -199.026
0.228 0.090 -204.905
0.215 0.118 -211.608
0.199 0.144 -219.806
0.179 0.168 -226.332
0.157 0.189 -234.246
0.132 0.207 -240.945
0.105 0.222 -247.521
0.076 0.234 -256.866
0.046 0.241 -262.648
0.015 0.245 -262.648
seperation layer:
38.139
108
-0.059 -0.79 93.013
0.055 -0.784 96.34
0.145 -0.774 104.036
0.205 -0.759 101.31
0.255 -0.749 116.565
0.275 -0.739 110.556
0.315 -0.724 126.87
0.335 -0.709 101.31
0.36 -0.704 128.66
0.385 -0.684 119.745
0.42 -0.664 111.801
0.445 -0.654 130.601
0.48 -0.624 130.101
0.575 -0.544 153.435
0.585 -0.524 138.366
0.625 -0.479 144.462
0.65 -0.444 144.462
0.675 -0.409 153.435
0.695 -0.369 165.964
0.7 -0.349 149.036
0.715 -0.324 149.036
0.73 -0.299 164.055
0.74 -0.264 158.198
0.75 -0.239 164.055
0.76 -0.204 167.905
0.775 -0.134 174.56
0.785 -0.029 180.0
0.785 0.021 184.97
0.775 0.136 194.036
0.76 0.196 195.945
0.75 0.231 192.529
0.74 0.276 210.964
0.725 0.301 201.801
0.715 0.326 210.964
0.7 0.351 206.565
0.69 0.371 201.801
0.68 0.396 210.964
0.665 0.421 213.69
0.655 0.436 219.806
0.63 0.466 210.964
0.615 0.491 217.875
0.58 0.536 230.906
0.5 0.601 216.87
0.485 0.621 236.31
0.455 0.641 231.34
0.43 0.661 240.255
0.395 0.681 248.199
0.37 0.691 243.435
0.35 0.701 239.036
0.325 0.716 254.055
0.29 0.726 239.036
0.265 0.741 254.054
0.23 0.751 257.471
0.185 0.761 253.301
0.135 0.776 270.0
-0.125 0.776 282.095
-0.195 0.761 282.529
-0.24 0.751 291.802
-0.265 0.741 293.199
-0.3 0.726 291.801
-0.325 0.716 293.199
-0.36 0.701 300.964
-0.385 0.686 299.745
-0.42 0.666 300.964
-0.445 0.651 307.875
-0.49 0.616 309.472
-0.575 0.546 330.945
-0.6 0.501 306.87
-0.62 0.486 323.13
-0.65 0.446 327.995
-0.675 0.406 330.255
-0.695 0.371 333.435
-0.705 0.351 338.199
-0.715 0.326 338.199
-0.725 0.301 336.801
-0.74 0.266 344.055
-0.75 0.231 344.055
-0.76 0.196 345.964
-0.775 0.136 354.56
-0.785 0.031 0.0
-0.785 -0.039 5.194
-0.775 -0.149 15.255
-0.76 -0.204 15.945
-0.75 -0.239 14.036
-0.74 -0.279 36.87
-0.725 -0.299 15.945
-0.715 -0.334 38.66
-0.695 -0.359 23.199
-0.68 -0.394 30.964
-0.665 -0.419 21.801
-0.655 -0.444 36.87
-0.64 -0.464 53.13
-0.62 -0.479 26.565
-0.61 -0.499 40.601
-0.58 -0.534 50.194
-0.55 -0.559 47.121
-0.48 -0.624 55.008
-0.43 -0.659 54.462
-0.395 -0.684 66.038
-0.35 -0.704 59.036
-0.325 -0.719 78.69
-0.3 -0.724 66.801
-0.265 -0.739 59.036
-0.24 -0.754 83.66
-0.195 -0.759 71.565
-0.15 -0.774 83.29
-0.065 -0.784 45.0
-0.059 -0.79 45.0
Layer: 129
38.739
51
-0.219 -0.159 145.840
-0.238 -0.131 155.695
-0.252 -0.100 161.565
-0.263 -0.067 169.695
-0.269 -0.034 176.634
-0.271 0.000 183.366
-0.269 0.034 190.305
-0.263 0.067 198.435
-0.252 0.100 204.305
-0.238 0.131 214.160
-0.219 0.159 217.875
-0.198 0.186 227.386
-0.173 0.209 234.462
-0.145 0.229 239.621
-0.116 0.246 249.444
-0.084 0.258 254.745
-0.051 0.267 263.290
-0.017 0.271 270.000
0.017 0.271 276.710
0.051 0.267 285.255
0.084 0.258 290.556
0.116 0.246 300.379
0.145 0.229 305.538
0.173 0.209 312.614
0.198 0.186 322.125
0.219 0.159 325.840
0.238 0.131 335.695
0.252 0.100 341.565
0.263 0.067 349.695
0.269 0.034 356.634
0.271 0.000 363.366
0.269 -0.034 370.305
0.263 -0.067 378.435
0.252 -0.100 384.305
0.238 -0.131 394.160
0.219 -0.159 397.875
0.198 -0.186 407.386
0.173 -0.209 414.462
0.145 -0.229 419.621
0.116 -0.246 429.444
0.084 -0.258 434.745
0.051 -0.267 443.290
0.017 -0.271 450.000
-0.017 -0.271 456.710
-0.051 -0.267 465.255
-0.084 -0.258 470.556
-0.116 -0.246 480.379
-0.145 -0.229 485.538
-0.173 -0.209 492.614
-0.198 -0.186 502.125
-0.219 -0.159 502.125
Layer: 130
38.739
51
-0.130 -0.094 320.906
-0.117 -0.110 310.914
-0.102 -0.123 306.870
-0.086 -0.135 299.055
-0.068 -0.145 290.225
-0.049 -0.152 284.744
-0.030 -0.157 278.531
-0.010 -0.160 270.000
0.010 -0.160 261.469
0.030 -0.157 255.256
0.049 -0.152 249.775
0.068 -0.145 240.945
0.086 -0.135 233.130
0.102 -0.123 229.086
0.117 -0.110 219.094
0.130 -0.094 210.466
0.140 -0.077 206.565
0.149 -0.059 197.526
0.155 -0.040 191.310
0.159 -0.020 182.862
0.160 0.000 177.138
0.159 0.020 168.690
0.155 0.040 162.474
0.149 0.059 153.435
0.140 0.077 149.534
0.130 0.094 140.906
0.117 0.110 130.914
0.102 0.123 126.870
0.086 0.135 119.055
0.068 0.145 110.225
0.049 0.152 104.744
0.030 0.157 98.531
0.010 0.160 90.000
-0.010 0.160 81.469
-0.030 0.157 75.256
-0.049 0.152 69.775
-0.068 0.145 60.945
-0.086 0.135 53.130
-0.102 0.123 49.086
-0.117 0.110 39.094
-0.130 0.094 30.466
-0.140 0.077 26.565
-0.149 0.059 17.526
-0.155 0.040 11.310
-0.159 0.020 2.862
-0.160 0.000 -2.862
-0.159 -0.020 -11.310
-0.155 -0.040 -17.526
-0.149 -0.059 -26.565
-0.140 -0.077 -30.466
-0.130 -0.094 -30.466
seperation layer:
38.739
108
-0.059 -0.79 93.013
0.055 -0.784 96.34
0.145 -0.774 104.036
0.205 -0.759 101.31
0.255 -0.749 116.565
0.275 -0.739 110.556
0.315 -0.724 126.87
0.335 -0.709 101.31
0.36 -0.704 128.66
0.385 -0.684 119.745
0.42 -0.664 111.801
0.445 -0.654 130.601
0.48 -0.624 130.101
0.575 -0.544 153.435
0.585 -0.524 138.366
0.625 -0.479 144.462
0.65 -0.444 144.462
0.675 -0.409 153.435
0.695 -0.369 165.964
0.7 -0.349 149.036
0.715 -0.324 149.036
0.73 -0.299 164.055
0.74 -0.264 158.198
0.75 -0.239 164.055
0.76 -0.204 167.905
0.775 -0.134 174.56
0.785 -0.029 180.0
0.785 0.021 184.97
0.775 0.136 194.036
0.76 0.196 195.945
0.75 0.231 192.529
0.74 0.276 210.964
0.725 0.301 201.801
0.715 0.326 210.964
0.7 0.351 206.565
0.69 0.371 201.801
0.68 0.396 210.964
0.665 0.421 213.69
0.655 0.436 219.806
0.63 0.466 210.964
0.615 0.491 217.875
0.58 0.536 230.906
0.5 0.601 216.87
0.485 0.621 236.31
0.455 0.641 231.34
0.43 0.661 240.255
0.395 0.681 248.199
0.37 0.691 243.435
0.35 0.701 239.036
0.325 0.716 254.055
0.29 0.726 239.036
0.265 0.741 254.054
0.23 0.751 257.471
0.185 0.761 253.301
0.135 0.776 270.0
-0.125 0.776 282.095
-0.195 0.761 282.529
-0.24 0.751 291.802
-0.265 0.741 293.199
-0.3 0.726 291.801
-0.325 0.716 293.199
-0.36 0.701 300.964
-0.385 0.686 299.745
-0.42 0.666 300.964
-0.445 0.651 307.875
-0.49 0.616 309.472
-0.575 0.546 330.945
-0.6 0.501 306.87
-0.62 0.486 323.13
-0.65 0.446 327.995
-0.675 0.406 330.255
-0.695 0.371 333.435
-0.705 0.351 338.199
-0.715 0.326 338.199
-0.725 0.301 336.801
-0.74 0.266 344.055
-0.75 0.231 344.055
-0.76 0.196 345.964
-0.775 0.136 354.56
-0.785 0.031 0.0
-0.785 -0.039 5.194
-0.775 -0.149 15.255
-0.76 -0.204 15.945
-0.75 -0.239 14.036
-0.74 -0.279 36.87
-0.725 -0.299 15.945
-0.715 -0.334 38.66
-0.695 -0.359 23.199
-0.68 -0.394 30.964
-0.665 -0.419 21.801
-0.655 -0.444 36.87
-0.64 -0.464 53.13
-0.62 -0.479 26.565
-0.61 -0.499 40.601
-0.58 -0.534 50.194
-0.55 -0.559 47.121
-0.48 -0.624 55.008
-0.43 -0.659 54.462
-0.395 -0.684 66.038
-0.35 -0.704 59.036
-0.325 -0.719 78.69
-0.3 -0.724 66.801
-0.265 -0.739 59.036
-0.24 -0.754 83.66
-0.195 -0.759 71.565
-0.15 -0.774 83.29
-0.065 -0.784 45.0
-0.059 -0.79 45.0
Layer: 131
39.339
51
-0.157 -0.114 146.976
-0.170 -0.094 153.435
-0.181 -0.072 163.740
-0.188 -0.048 168.232
-0.193 -0.024 177.614
-0.194 0.000 182.386
-0.193 0.024 191.768
-0.188 0.048 196.260
-0.181 0.072 206.565
-0.170 0.094 213.024
-0.157 0.114 218.290
-0.142 0.133 226.637
-0.124 0.150 235.008
-0.104 0.164 240.255
-0.083 0.176 248.629
-0.060 0.185 255.964
-0.036 0.191 262.875
-0.012 0.194 270.000
0.012 0.194 277.125
0.036 0.191 284.036
0.060 0.185 291.371
0.083 0.176 299.745
0.104 0.164 304.992
0.124 0.150 313.363
0.142 0.133 321.710
0.157 0.114 326.976
0.170 0.094 333.435
0.181 0.072 343.740
0.188 0.048 348.232
0.193 0.024 357.614
0.194 0.000 362.386
0.193 -0.024 371.768
0.188 -0.048 376.260
0.181 -0.072 386.565
0.170 -0.094 393.024
0.157 -0.114 398.290
0.142 -0.133 406.637
0.124 -0.150 415.008
0.104 -0.164 420.255
0.083 -0.176 428.629
0.060 -0.185 435.964
0.036 -0.191 442.875
0.012 -0.194 450.000
-0.012 -0.194 457.125
-0.036 -0.191 464.036
-0.060 -0.185 471.371
